file_name,sampling_rate,duration_sec,mean_amplitude,max_amplitude,modality,vocal_channel,emotion_code,intensity,statement,repetition,actor,emotion_category,actor_gender
03-01-01-01-01-01-23.wav,48000,3.8037916666666667,0.0034545227,0.083862305,03,01,01,01,01,01,23,Neutral,Male
03-01-01-01-02-01-08.wav,48000,3.5368541666666666,0.002299022,0.03604126,03,01,01,01,02,01,08,Neutral,Female
03-01-01-01-02-02-08.wav,48000,3.5035,0.002165786,0.036102295,03,01,01,01,02,02,08,Neutral,Female
03-01-01-01-02-01-16.wav,48000,3.6036041666666665,0.0036049588,0.06289673,03,01,01,01,02,01,16,Neutral,Female
03-01-01-01-02-01-14.wav,48000,3.4701458333333335,0.001185552,0.019592285,03,01,01,01,02,01,14,Neutral,Female
03-01-01-01-02-01-06.wav,48000,3.403395833333333,0.001622899,0.042144775,03,01,01,01,02,01,06,Neutral,Female
03-01-01-01-02-02-23.wav,48000,3.8371666666666666,0.004453849,0.103027344,03,01,01,01,02,02,23,Neutral,Male
03-01-01-01-01-02-18.wav,48000,3.536875,0.0015817508,0.020629883,03,01,01,01,01,02,18,Neutral,Female
03-01-01-01-01-01-22.wav,48000,3.636979166666667,0.0016216129,0.031433105,03,01,01,01,01,01,22,Neutral,Female
03-01-01-01-02-01-15.wav,48000,3.43675,0.0030371384,0.07467651,03,01,01,01,02,01,15,Neutral,Male
03-01-01-01-02-02-19.wav,48000,3.3032916666666665,0.0018468853,0.041625977,03,01,01,01,02,02,19,Neutral,Male
03-01-01-01-01-01-16.wav,48000,3.7370625,0.00210473,0.04498291,03,01,01,01,01,01,16,Neutral,Female
03-01-01-01-02-02-02.wav,48000,3.6035833333333334,0.0036160552,0.090026855,03,01,01,01,02,02,02,Neutral,Female
03-01-01-01-01-02-07.wav,48000,3.8038125,0.0021251796,0.049591064,03,01,01,01,01,02,07,Neutral,Male
03-01-01-01-01-02-03.wav,48000,3.5035,0.0026958513,0.06500244,03,01,01,01,01,02,03,Neutral,Male
03-01-01-01-01-01-22.wav,48000,3.636979166666667,0.0016216129,0.031433105,03,01,01,01,01,01,22,Neutral,Female
03-01-01-01-01-02-03.wav,48000,3.5035,0.0026958513,0.06500244,03,01,01,01,01,02,03,Neutral,Male
03-01-01-01-02-02-09.wav,48000,3.2365833333333334,0.0008252746,0.017028809,03,01,01,01,02,02,09,Neutral,Male
03-01-01-01-02-01-03.wav,48000,3.5035,0.0030978627,0.064453125,03,01,01,01,02,01,03,Neutral,Male
03-01-01-01-02-02-01.wav,48000,3.1698333333333335,0.0019950978,0.062683105,03,01,01,01,02,02,01,Neutral,Male
03-01-01-01-02-02-07.wav,48000,3.7370625,0.0019260304,0.043670654,03,01,01,01,02,02,07,Neutral,Male
03-01-01-01-01-01-12.wav,48000,3.6369583333333333,0.0020014588,0.03778076,03,01,01,01,01,01,12,Neutral,Female
03-01-01-01-02-02-10.wav,48000,3.6703333333333332,0.006120471,0.09277344,03,01,01,01,02,02,10,Neutral,Female
03-01-01-01-01-02-02.wav,48000,3.6036041666666665,0.0025338682,0.06411743,03,01,01,01,01,02,02,Neutral,Female
03-01-01-01-02-02-02.wav,48000,3.6035833333333334,0.0036160552,0.090026855,03,01,01,01,02,02,02,Neutral,Female
03-01-01-01-02-02-21.wav,48000,3.6703333333333332,0.003840186,0.095825195,03,01,01,01,02,02,21,Neutral,Male
03-01-01-01-02-02-18.wav,48000,3.4701458333333335,0.0014959376,0.019866943,03,01,01,01,02,02,18,Neutral,Female
03-01-01-01-01-01-14.wav,48000,3.470125,0.0008356686,0.01940918,03,01,01,01,01,01,14,Neutral,Female
03-01-01-01-01-01-01.wav,48000,3.3032916666666665,0.0016632925,0.04058838,03,01,01,01,01,01,01,Neutral,Male
03-01-01-01-01-02-17.wav,48000,3.5035,0.0027885516,0.08956909,03,01,01,01,01,02,17,Neutral,Male
03-01-01-01-02-02-12.wav,48000,3.636979166666667,0.0024525688,0.03668213,03,01,01,01,02,02,12,Neutral,Female
03-01-01-01-01-02-19.wav,48000,3.2365625,0.0015817598,0.032714844,03,01,01,01,01,02,19,Neutral,Male
03-01-01-01-01-02-10.wav,48000,3.8371666666666666,0.0059584156,0.116760254,03,01,01,01,01,02,10,Neutral,Female
03-01-01-01-02-02-05.wav,48000,3.6036041666666665,0.0012781238,0.029754639,03,01,01,01,02,02,05,Neutral,Male
03-01-01-01-01-01-16.wav,48000,3.7370625,0.00210473,0.04498291,03,01,01,01,01,01,16,Neutral,Female
03-01-01-01-02-01-21.wav,48000,3.6036041666666665,0.0047910274,0.13244629,03,01,01,01,02,01,21,Neutral,Male
03-01-01-01-02-01-12.wav,48000,3.6036041666666665,0.0027322934,0.041900635,03,01,01,01,02,01,12,Neutral,Female
03-01-01-01-01-01-18.wav,48000,3.4701458333333335,0.0013704994,0.018157959,03,01,01,01,01,01,18,Neutral,Female
03-01-01-01-02-01-10.wav,48000,3.7370625,0.009117288,0.117126465,03,01,01,01,02,01,10,Neutral,Female
03-01-01-01-02-01-08.wav,48000,3.5368541666666666,0.002299022,0.03604126,03,01,01,01,02,01,08,Neutral,Female
03-01-01-01-01-01-09.wav,48000,3.2699375,0.0010234722,0.020721436,03,01,01,01,01,01,09,Neutral,Male
03-01-01-01-01-01-10.wav,48000,3.536875,0.007293965,0.11819458,03,01,01,01,01,01,10,Neutral,Female
03-01-01-01-02-02-06.wav,48000,3.4367708333333336,0.0016439034,0.040893555,03,01,01,01,02,02,06,Neutral,Female
03-01-01-01-02-01-24.wav,48000,3.636979166666667,0.0021658167,0.05517578,03,01,01,01,02,01,24,Neutral,Female
03-01-01-01-02-02-14.wav,48000,3.5702291666666666,0.0012362099,0.022644043,03,01,01,01,02,02,14,Neutral,Female
03-01-01-01-01-01-05.wav,48000,3.6036041666666665,0.0010392388,0.037841797,03,01,01,01,01,01,05,Neutral,Male
03-01-01-01-01-01-06.wav,48000,3.3366666666666664,0.0011633304,0.028289795,03,01,01,01,01,01,06,Neutral,Female
03-01-01-01-01-02-05.wav,48000,3.636979166666667,0.0008606976,0.037872314,03,01,01,01,01,02,05,Neutral,Male
03-01-01-01-01-01-05.wav,48000,3.6036041666666665,0.0010392388,0.037841797,03,01,01,01,01,01,05,Neutral,Male
03-01-01-01-02-01-23.wav,48000,3.6703333333333332,0.004497722,0.11328125,03,01,01,01,02,01,23,Neutral,Male
03-01-01-01-01-01-03.wav,48000,3.4367708333333336,0.002893385,0.06777954,03,01,01,01,01,01,03,Neutral,Male
03-01-01-01-02-01-04.wav,48000,3.2699375,0.0019644876,0.054779053,03,01,01,01,02,01,04,Neutral,Female
03-01-01-01-01-01-02.wav,48000,3.6369583333333333,0.0024924017,0.07714844,03,01,01,01,01,01,02,Neutral,Female
03-01-01-01-01-02-14.wav,48000,3.3366666666666664,0.00076266716,0.017059326,03,01,01,01,01,02,14,Neutral,Female
03-01-01-01-01-01-24.wav,48000,3.703708333333333,0.0018402387,0.035339355,03,01,01,01,01,01,24,Neutral,Female
03-01-01-01-02-01-04.wav,48000,3.2699375,0.0019644876,0.054779053,03,01,01,01,02,01,04,Neutral,Female
03-01-01-01-02-01-18.wav,48000,3.470125,0.0013960142,0.019744873,03,01,01,01,02,01,18,Neutral,Female
03-01-01-01-01-01-17.wav,48000,3.8371666666666666,0.0028877717,0.0847168,03,01,01,01,01,01,17,Neutral,Male
03-01-01-01-01-01-04.wav,48000,3.3032916666666665,0.0018001341,0.041870117,03,01,01,01,01,01,04,Neutral,Female
03-01-01-01-02-01-19.wav,48000,3.3366666666666664,0.0016019873,0.023742676,03,01,01,01,02,01,19,Neutral,Male
03-01-01-01-01-02-19.wav,48000,3.2365625,0.0015817598,0.032714844,03,01,01,01,01,02,19,Neutral,Male
03-01-01-01-02-02-09.wav,48000,3.2365833333333334,0.0008252746,0.017028809,03,01,01,01,02,02,09,Neutral,Male
03-01-01-01-02-01-13.wav,48000,3.069729166666667,0.0014687752,0.042236328,03,01,01,01,02,01,13,Neutral,Male
03-01-01-01-01-01-09.wav,48000,3.2699375,0.0010234722,0.020721436,03,01,01,01,01,01,09,Neutral,Male
03-01-01-01-02-02-06.wav,48000,3.4367708333333336,0.0016439034,0.040893555,03,01,01,01,02,02,06,Neutral,Female
03-01-01-01-02-02-16.wav,48000,3.5702291666666666,0.0033971716,0.068847656,03,01,01,01,02,02,16,Neutral,Female
03-01-01-01-01-01-13.wav,48000,3.1698333333333335,0.0013456007,0.043060303,03,01,01,01,01,01,13,Neutral,Male
03-01-01-01-02-02-14.wav,48000,3.5702291666666666,0.0012362099,0.022644043,03,01,01,01,02,02,14,Neutral,Female
03-01-01-01-02-02-15.wav,48000,3.403395833333333,0.0030816593,0.094818115,03,01,01,01,02,02,15,Neutral,Male
03-01-01-01-01-02-06.wav,48000,3.6036041666666665,0.0014945397,0.030273438,03,01,01,01,01,02,06,Neutral,Female
03-01-01-01-01-01-08.wav,48000,3.5035,0.0018531554,0.03869629,03,01,01,01,01,01,08,Neutral,Female
03-01-01-01-02-01-14.wav,48000,3.4701458333333335,0.001185552,0.019592285,03,01,01,01,02,01,14,Neutral,Female
03-01-01-01-01-01-02.wav,48000,3.6369583333333333,0.0024924017,0.07714844,03,01,01,01,01,01,02,Neutral,Female
03-01-01-01-02-01-12.wav,48000,3.6036041666666665,0.0027322934,0.041900635,03,01,01,01,02,01,12,Neutral,Female
03-01-01-01-01-01-07.wav,48000,3.9039166666666665,0.0020000373,0.051452637,03,01,01,01,01,01,07,Neutral,Male
03-01-01-01-01-01-17.wav,48000,3.8371666666666666,0.0028877717,0.0847168,03,01,01,01,01,01,17,Neutral,Male
03-01-01-01-02-02-11.wav,48000,3.1698333333333335,0.0017674325,0.02709961,03,01,01,01,02,02,11,Neutral,Male
03-01-01-01-01-02-22.wav,48000,3.4367708333333336,0.0017710357,0.05078125,03,01,01,01,01,02,22,Neutral,Female
03-01-01-01-01-02-16.wav,48000,3.7370833333333335,0.0022306147,0.054016113,03,01,01,01,01,02,16,Neutral,Female
03-01-01-01-01-01-23.wav,48000,3.8037916666666667,0.0034545227,0.083862305,03,01,01,01,01,01,23,Neutral,Male
03-01-01-01-02-01-07.wav,48000,4.137458333333333,0.002362818,0.046569824,03,01,01,01,02,01,07,Neutral,Male
03-01-01-01-01-02-10.wav,48000,3.8371666666666666,0.0059584156,0.116760254,03,01,01,01,01,02,10,Neutral,Female
03-01-01-01-02-02-10.wav,48000,3.6703333333333332,0.006120471,0.09277344,03,01,01,01,02,02,10,Neutral,Female
03-01-01-01-01-02-05.wav,48000,3.636979166666667,0.0008606976,0.037872314,03,01,01,01,01,02,05,Neutral,Male
03-01-01-01-01-01-15.wav,48000,3.370041666666667,0.0029789985,0.10089111,03,01,01,01,01,01,15,Neutral,Male
03-01-01-01-01-02-04.wav,48000,3.370041666666667,0.001999841,0.046051025,03,01,01,01,01,02,04,Neutral,Female
03-01-01-01-02-02-20.wav,48000,3.536875,0.0015608793,0.040100098,03,01,01,01,02,02,20,Neutral,Female
03-01-01-01-01-01-13.wav,48000,3.1698333333333335,0.0013456007,0.043060303,03,01,01,01,01,01,13,Neutral,Male
03-01-01-01-01-01-12.wav,48000,3.6369583333333333,0.0020014588,0.03778076,03,01,01,01,01,01,12,Neutral,Female
03-01-01-01-01-02-06.wav,48000,3.6036041666666665,0.0014945397,0.030273438,03,01,01,01,01,02,06,Neutral,Female
03-01-01-01-01-01-21.wav,48000,3.8371666666666666,0.0040408433,0.11773682,03,01,01,01,01,01,21,Neutral,Male
03-01-01-01-01-01-04.wav,48000,3.3032916666666665,0.0018001341,0.041870117,03,01,01,01,01,01,04,Neutral,Female
03-01-01-01-02-02-12.wav,48000,3.636979166666667,0.0024525688,0.03668213,03,01,01,01,02,02,12,Neutral,Female
03-01-01-01-01-01-24.wav,48000,3.703708333333333,0.0018402387,0.035339355,03,01,01,01,01,01,24,Neutral,Female
03-01-01-01-01-02-15.wav,48000,3.4367708333333336,0.0023645947,0.09939575,03,01,01,01,01,02,15,Neutral,Male
03-01-01-01-01-02-22.wav,48000,3.4367708333333336,0.0017710357,0.05078125,03,01,01,01,01,02,22,Neutral,Female
03-01-01-01-02-01-23.wav,48000,3.6703333333333332,0.004497722,0.11328125,03,01,01,01,02,01,23,Neutral,Male
03-01-01-01-02-01-06.wav,48000,3.403395833333333,0.001622899,0.042144775,03,01,01,01,02,01,06,Neutral,Female
03-01-01-01-02-01-11.wav,48000,3.2032083333333334,0.0017151173,0.028015137,03,01,01,01,02,01,11,Neutral,Male
03-01-01-01-02-01-05.wav,48000,3.103083333333333,0.0015264224,0.04055786,03,01,01,01,02,01,05,Neutral,Male
03-01-01-01-02-01-05.wav,48000,3.103083333333333,0.0015264224,0.04055786,03,01,01,01,02,01,05,Neutral,Male
03-01-01-01-02-01-15.wav,48000,3.43675,0.0030371384,0.07467651,03,01,01,01,02,01,15,Neutral,Male
03-01-01-01-02-02-04.wav,48000,3.2365625,0.001647434,0.042236328,03,01,01,01,02,02,04,Neutral,Female
03-01-01-01-02-01-21.wav,48000,3.6036041666666665,0.0047910274,0.13244629,03,01,01,01,02,01,21,Neutral,Male
03-01-01-01-01-02-09.wav,48000,3.2032083333333334,0.00069624075,0.016204834,03,01,01,01,01,02,09,Neutral,Male
03-01-01-01-02-02-01.wav,48000,3.1698333333333335,0.0019950978,0.062683105,03,01,01,01,02,02,01,Neutral,Male
03-01-01-01-01-02-13.wav,48000,3.2031875,0.0014105918,0.047698975,03,01,01,01,01,02,13,Neutral,Male
03-01-01-01-01-01-20.wav,48000,3.470125,0.0011224791,0.020874023,03,01,01,01,01,01,20,Neutral,Female
03-01-01-01-02-02-21.wav,48000,3.6703333333333332,0.003840186,0.095825195,03,01,01,01,02,02,21,Neutral,Male
03-01-01-01-02-01-24.wav,48000,3.636979166666667,0.0021658167,0.05517578,03,01,01,01,02,01,24,Neutral,Female
03-01-01-01-02-01-13.wav,48000,3.069729166666667,0.0014687752,0.042236328,03,01,01,01,02,01,13,Neutral,Male
03-01-01-01-01-02-02.wav,48000,3.6036041666666665,0.0025338682,0.06411743,03,01,01,01,01,02,02,Neutral,Female
03-01-01-01-01-02-23.wav,48000,3.7370625,0.0039714095,0.089416504,03,01,01,01,01,02,23,Neutral,Male
03-01-01-01-02-01-03.wav,48000,3.5035,0.0030978627,0.064453125,03,01,01,01,02,01,03,Neutral,Male
03-01-01-01-01-01-08.wav,48000,3.5035,0.0018531554,0.03869629,03,01,01,01,01,01,08,Neutral,Female
03-01-01-01-02-02-08.wav,48000,3.5035,0.002165786,0.036102295,03,01,01,01,02,02,08,Neutral,Female
03-01-01-01-02-01-01.wav,48000,3.2699166666666666,0.0021345157,0.05847168,03,01,01,01,02,01,01,Neutral,Male
03-01-01-01-02-02-24.wav,48000,3.6036041666666665,0.0025771104,0.06085205,03,01,01,01,02,02,24,Neutral,Female
03-01-01-01-02-01-07.wav,48000,4.137458333333333,0.002362818,0.046569824,03,01,01,01,02,01,07,Neutral,Male
03-01-01-01-02-02-17.wav,48000,3.470125,0.003451208,0.08117676,03,01,01,01,02,02,17,Neutral,Male
03-01-01-01-01-02-21.wav,48000,3.970625,0.0039955974,0.11608887,03,01,01,01,01,02,21,Neutral,Male
03-01-01-01-01-01-01.wav,48000,3.3032916666666665,0.0016632925,0.04058838,03,01,01,01,01,01,01,Neutral,Male
03-01-01-01-02-02-16.wav,48000,3.5702291666666666,0.0033971716,0.068847656,03,01,01,01,02,02,16,Neutral,Female
03-01-01-01-02-01-20.wav,48000,3.4367708333333336,0.0014046715,0.035308838,03,01,01,01,02,01,20,Neutral,Female
03-01-01-01-02-01-02.wav,48000,3.7704166666666667,0.0039741267,0.11038208,03,01,01,01,02,01,02,Neutral,Female
03-01-01-01-01-02-12.wav,48000,3.536875,0.001938224,0.032989502,03,01,01,01,01,02,12,Neutral,Female
03-01-01-01-02-01-01.wav,48000,3.2699166666666666,0.0021345157,0.05847168,03,01,01,01,02,01,01,Neutral,Male
03-01-01-01-02-02-24.wav,48000,3.6036041666666665,0.0025771104,0.06085205,03,01,01,01,02,02,24,Neutral,Female
03-01-01-01-01-02-08.wav,48000,3.636979166666667,0.0019309581,0.033294678,03,01,01,01,01,02,08,Neutral,Female
03-01-01-01-02-02-15.wav,48000,3.403395833333333,0.0030816593,0.094818115,03,01,01,01,02,02,15,Neutral,Male
03-01-01-01-02-01-22.wav,48000,3.6035833333333334,0.0020285547,0.050231934,03,01,01,01,02,01,22,Neutral,Female
03-01-01-01-02-01-09.wav,48000,3.3366666666666664,0.0007559625,0.014587402,03,01,01,01,02,01,09,Neutral,Male
03-01-01-01-02-02-03.wav,48000,3.4701458333333335,0.0033558705,0.09024048,03,01,01,01,02,02,03,Neutral,Male
03-01-01-01-01-02-20.wav,48000,3.5702291666666666,0.0015678888,0.03274536,03,01,01,01,01,02,20,Neutral,Female
03-01-01-01-01-01-18.wav,48000,3.4701458333333335,0.0013704994,0.018157959,03,01,01,01,01,01,18,Neutral,Female
03-01-01-01-01-02-08.wav,48000,3.636979166666667,0.0019309581,0.033294678,03,01,01,01,01,02,08,Neutral,Female
03-01-01-01-01-02-01.wav,48000,3.3366666666666664,0.0017713617,0.04815674,03,01,01,01,01,02,01,Neutral,Male
03-01-01-01-02-02-11.wav,48000,3.1698333333333335,0.0017674325,0.02709961,03,01,01,01,02,02,11,Neutral,Male
03-01-01-01-02-02-04.wav,48000,3.2365625,0.001647434,0.042236328,03,01,01,01,02,02,04,Neutral,Female
03-01-01-01-01-02-12.wav,48000,3.536875,0.001938224,0.032989502,03,01,01,01,01,02,12,Neutral,Female
03-01-01-01-01-02-09.wav,48000,3.2032083333333334,0.00069624075,0.016204834,03,01,01,01,01,02,09,Neutral,Male
03-01-01-01-01-01-21.wav,48000,3.8371666666666666,0.0040408433,0.11773682,03,01,01,01,01,01,21,Neutral,Male
03-01-01-01-01-02-24.wav,48000,3.6369583333333333,0.0016858681,0.04055786,03,01,01,01,01,02,24,Neutral,Female
03-01-01-01-02-02-22.wav,48000,3.5368541666666666,0.0018541793,0.04949951,03,01,01,01,02,02,22,Neutral,Female
03-01-01-01-02-02-07.wav,48000,3.7370625,0.0019260304,0.043670654,03,01,01,01,02,02,07,Neutral,Male
03-01-01-01-01-02-13.wav,48000,3.2031875,0.0014105918,0.047698975,03,01,01,01,01,02,13,Neutral,Male
03-01-01-01-01-01-03.wav,48000,3.4367708333333336,0.002893385,0.06777954,03,01,01,01,01,01,03,Neutral,Male
03-01-02-01-01-02-07.wav,48000,3.7370625,0.001133616,0.034057617,03,01,02,01,01,02,07,Neutral,Male
03-01-02-01-02-01-23.wav,48000,4.170833333333333,0.0027982667,0.08404541,03,01,02,01,02,01,23,Neutral,Male
03-01-02-02-01-02-16.wav,48000,3.9372708333333333,0.00393302,0.07577515,03,01,02,02,01,02,16,Neutral,Female
03-01-02-02-02-01-03.wav,48000,4.137458333333333,0.007166443,0.12826538,03,01,02,02,02,01,03,Neutral,Male
03-01-02-01-01-01-05.wav,48000,4.037354166666667,0.0007803151,0.026550293,03,01,02,01,01,01,05,Neutral,Male
03-01-02-02-02-02-02.wav,48000,4.104104166666667,0.0025323702,0.041625977,03,01,02,02,02,02,02,Neutral,Female
03-01-02-01-02-02-01.wav,48000,3.4701458333333335,0.0020966385,0.047332764,03,01,02,01,02,02,01,Neutral,Male
03-01-02-01-01-01-06.wav,48000,4.037354166666667,0.0006521017,0.015655518,03,01,02,01,01,01,06,Neutral,Female
03-01-02-02-01-01-16.wav,48000,3.8705208333333334,0.0022530097,0.06863403,03,01,02,02,01,01,16,Neutral,Female
03-01-02-01-02-02-23.wav,48000,4.004,0.0026141673,0.06625366,03,01,02,01,02,02,23,Neutral,Male
03-01-02-02-01-02-04.wav,48000,3.8038125,0.002015107,0.03439331,03,01,02,02,01,02,04,Neutral,Female
03-01-02-02-01-02-09.wav,48000,3.4367708333333336,0.00056100823,0.0072021484,03,01,02,02,01,02,09,Neutral,Male
03-01-02-02-01-01-11.wav,48000,3.8371666666666666,0.00078174187,0.017456055,03,01,02,02,01,01,11,Neutral,Male
03-01-02-02-01-01-17.wav,48000,3.8705416666666665,0.002848091,0.061401367,03,01,02,02,01,01,17,Neutral,Male
03-01-02-02-01-01-05.wav,48000,4.7380625,0.00074734865,0.014465332,03,01,02,02,01,01,05,Neutral,Male
03-01-02-01-02-02-17.wav,48000,3.7704375,0.003903132,0.06463623,03,01,02,01,02,02,17,Neutral,Male
03-01-02-01-02-02-20.wav,48000,3.5035,0.0006258005,0.010803223,03,01,02,01,02,02,20,Neutral,Female
03-01-02-01-01-02-20.wav,48000,3.5702291666666666,0.0005240445,0.01184082,03,01,02,01,01,02,20,Neutral,Female
03-01-02-02-01-02-20.wav,48000,4.07075,0.0003646121,0.0077209473,03,01,02,02,01,02,20,Neutral,Female
03-01-02-01-01-02-12.wav,48000,3.7704166666666667,0.0018600578,0.035736084,03,01,02,01,01,02,12,Neutral,Female
03-01-02-01-01-01-19.wav,48000,3.6703333333333332,0.00086852076,0.014404297,03,01,02,01,01,01,19,Neutral,Male
03-01-02-02-01-02-19.wav,48000,4.037375,0.0015980592,0.030944824,03,01,02,02,01,02,19,Neutral,Male
03-01-02-02-02-01-09.wav,48000,3.8037916666666667,0.0011083747,0.024353027,03,01,02,02,02,01,09,Neutral,Male
03-01-02-01-02-02-21.wav,48000,4.070729166666666,0.0031703892,0.06921387,03,01,02,01,02,02,21,Neutral,Male
03-01-02-02-01-01-01.wav,48000,3.703708333333333,0.0011749438,0.022735596,03,01,02,02,01,01,01,Neutral,Male
03-01-02-02-01-01-04.wav,48000,3.970625,0.0020308518,0.033203125,03,01,02,02,01,01,04,Neutral,Female
03-01-02-01-02-01-04.wav,48000,3.636979166666667,0.0031118032,0.03817749,03,01,02,01,02,01,04,Neutral,Female
03-01-02-01-02-01-13.wav,48000,3.136458333333333,0.0012104127,0.029968262,03,01,02,01,02,01,13,Neutral,Male
03-01-02-01-01-02-13.wav,48000,3.1698333333333335,0.0012740898,0.040924072,03,01,02,01,01,02,13,Neutral,Male
03-01-02-02-02-01-08.wav,48000,3.6703333333333332,0.001210181,0.020568848,03,01,02,02,02,01,08,Neutral,Female
03-01-02-01-02-02-02.wav,48000,3.970625,0.002782487,0.064697266,03,01,02,01,02,02,02,Neutral,Female
03-01-02-02-01-01-21.wav,48000,4.004,0.0028112598,0.054016113,03,01,02,02,01,01,21,Neutral,Male
03-01-02-02-02-01-06.wav,48000,4.337666666666666,0.0012740131,0.021606445,03,01,02,02,02,01,06,Neutral,Female
03-01-02-02-01-01-23.wav,48000,4.604604166666666,0.002476463,0.05239868,03,01,02,02,01,01,23,Neutral,Male
03-01-02-02-02-01-24.wav,48000,4.037375,0.0015461391,0.031311035,03,01,02,02,02,01,24,Neutral,Female
03-01-02-02-01-02-11.wav,48000,3.7370833333333335,0.00071771635,0.014709473,03,01,02,02,01,02,11,Neutral,Male
03-01-02-02-02-01-08.wav,48000,3.6703333333333332,0.001210181,0.020568848,03,01,02,02,02,01,08,Neutral,Female
03-01-02-01-01-01-16.wav,48000,3.7036875,0.0017067199,0.031280518,03,01,02,01,01,01,16,Neutral,Female
03-01-02-01-01-01-17.wav,48000,3.5035,0.002607437,0.086364746,03,01,02,01,01,01,17,Neutral,Male
03-01-02-01-02-02-15.wav,48000,3.5702291666666666,0.0023288266,0.05871582,03,01,02,01,02,02,15,Neutral,Male
03-01-02-02-02-01-13.wav,48000,3.003,0.0014443297,0.046142578,03,01,02,02,02,01,13,Neutral,Male
03-01-02-02-01-02-14.wav,48000,3.9038958333333333,0.0006032991,0.011993408,03,01,02,02,01,02,14,Neutral,Female
03-01-02-02-01-02-08.wav,48000,3.7370625,0.001128303,0.02178955,03,01,02,02,01,02,08,Neutral,Female
03-01-02-02-02-01-22.wav,48000,3.6369583333333333,0.0012598456,0.024658203,03,01,02,02,02,01,22,Neutral,Female
03-01-02-01-02-01-06.wav,48000,3.970625,0.0010839779,0.013641357,03,01,02,01,02,01,06,Neutral,Female
03-01-02-02-01-01-22.wav,48000,3.703708333333333,0.001174712,0.027008057,03,01,02,02,01,01,22,Neutral,Female
03-01-02-01-02-02-17.wav,48000,3.7704375,0.003903132,0.06463623,03,01,02,01,02,02,17,Neutral,Male
03-01-02-02-01-01-20.wav,48000,3.8705416666666665,0.00040172765,0.0068359375,03,01,02,02,01,01,20,Neutral,Female
03-01-02-01-02-02-18.wav,48000,3.5035,0.0025795389,0.033843994,03,01,02,01,02,02,18,Neutral,Female
03-01-02-02-02-01-21.wav,48000,4.137479166666667,0.003675133,0.10809326,03,01,02,02,02,01,21,Neutral,Male
03-01-02-01-02-02-03.wav,48000,3.970625,0.006236186,0.10626221,03,01,02,01,02,02,03,Neutral,Male
03-01-02-01-01-02-11.wav,48000,3.3366666666666664,0.0010373094,0.017700195,03,01,02,01,01,02,11,Neutral,Male
03-01-02-02-01-02-15.wav,48000,3.8038125,0.0022043362,0.075042725,03,01,02,02,01,02,15,Neutral,Male
03-01-02-02-01-02-08.wav,48000,3.7370625,0.001128303,0.02178955,03,01,02,02,01,02,08,Neutral,Female
03-01-02-02-02-02-18.wav,48000,3.6036041666666665,0.0022791524,0.029632568,03,01,02,02,02,02,18,Neutral,Female
